rank,id,name,dataDrivenScore,contributingModels,coveragePct
1004,angela-davis,Angela Davis,654.5079,8,0.6154
1005,brothers-grimm,Brothers Grimm,654.5436,6,0.4615
1006,klemens-von-metternich,Klemens von Metternich,654.5888,7,0.5385
1007,helen-keller,Helen Keller,654.6905,8,0.6154
1008,soichiro-honda,Soichiro Honda,655.3031,8,0.6154
1009,vitalik-buterin,Vitalik Buterin,655.3673,6,0.4615
1010,john-steinbeck,John Steinbeck,655.3857,6,0.4615
1011,amenhotep-iii,Amenhotep III,655.4045,6,0.4615
1012,seamus-heaney,Seamus Heaney,655.5266,6,0.4615
1013,mario-vargas-llosa,Mario Vargas Llosa,655.7662,7,0.5385
1014,brendan-eich,Brendan Eich,655.8531,7,0.5385
1015,john-of-the-cross,John of the Cross,655.8955,7,0.5385
1016,hulagu-khan,Hulagu Khan,656.1225,5,0.3846
1017,jimmy-carter,Jimmy Carter,656.5526,9,0.6923
1018,billie-holiday,Billie Holiday,657.4366,7,0.5385
1019,quentin-tarantino,Quentin Tarantino,657.4549,7,0.5385
1020,giuseppe-mazzini,Giuseppe Mazzini,657.4817,7,0.5385
1021,vannevar-bush,Vannevar Bush,657.6572,6,0.4615
1022,nozick-robert,Robert Nozick,657.9111,7,0.5385
1023,baibars,Baibars,658.2934,7,0.5385
1024,bill-clinton,Bill Clinton,658.3016,7,0.5385
1025,christopher-wren,Christopher Wren,658.7028,7,0.5385
1026,benjamin-netanyahu,Benjamin Netanyahu,658.9131,8,0.6154
1027,mark-rothko,Mark Rothko,659.0481,7,0.5385
1028,ariel-sharon,Ariel Sharon,659.1349,8,0.6154
1029,anaximander,Anaximander,659.2472,8,0.6154
1030,john-marshall,John Marshall,659.2533,7,0.5385
1031,aisha,Aisha,659.277,6,0.4615
1032,bernardo-o-higgins,Bernardo O'Higgins,659.4354,6,0.4615
1033,paulo-freire,Paulo Freire,659.5253,6,0.4615
1034,sayyid-qutb,Sayyid Qutb,659.8327,5,0.3846
1035,tim-cook,Tim Cook,659.9497,8,0.6154
1036,federico-fellini,Federico Fellini,659.9723,8,0.6154
1037,fridtjof-nansen,Fridtjof Nansen,660.2751,8,0.6154
1038,mikhail-bakunin,Mikhail Bakunin,660.3791,6,0.4615
1039,piet-mondrian,Piet Mondrian,660.6401,8,0.6154
1040,thomas-hardy,Thomas Hardy,660.8021,6,0.4615
1041,federico-garc-a-lorca,Federico García Lorca,661.2628,10,0.7692
1042,frank-sinatra,Frank Sinatra,661.4224,6,0.4615
1043,claudio-monteverdi,Claudio Monteverdi,661.5428,6,0.4615
1044,simon-de-montfort,Simon de Montfort,661.599,7,0.5385
1045,marc-andreessen,Marc Andreessen,661.8587,6,0.4615
1046,steve-biko,Steve Biko,661.9476,8,0.6154
1047,rudyard-kipling,Rudyard Kipling,662.3046,7,0.5385
1048,giovanni-pico-della-mirandola,Giovanni Pico della Mirandola,662.4211,7,0.5385
1049,meister-eckhart,Meister Eckhart,662.4396,7,0.5385
1050,ezra-pound,Ezra Pound,662.4852,7,0.5385
1051,rani-lakshmibai,Rani Lakshmibai,662.5141,6,0.4615
1052,ray-charles,Ray Charles,662.8354,7,0.5385
1053,herbert-simon,Herbert Simon,662.8522,7,0.5385
1054,abu-bakr-al-baghdadi,Abu Bakr al-Baghdadi,662.8792,8,0.6154
1055,alexander-ii-of-russia,Alexander II of Russia,662.9406,6,0.4615
1056,paramahansa-yogananda,Paramahansa Yogananda,663.0732,8,0.6154
1057,justus-von-liebig,Justus von Liebig,663.2209,4,0.3077
1058,andrew-ng,Andrew Ng,663.2551,7,0.5385
1059,helena-blavatsky,Helena Blavatsky,663.3111,7,0.5385
1060,orhan-pamuk,Orhan Pamuk,663.459,8,0.6154
1061,william-penn,William Penn,663.5,7,0.5385
1062,le-szil-rd,Leó Szilárd,663.8252,5,0.3846
1063,george-berkeley,George Berkeley,664.2452,5,0.3846
1064,freddie-mercury,Freddie Mercury,664.3862,7,0.5385
1065,john-mccarthy,John McCarthy,664.7118,8,0.6154
1066,vera-rubin,Vera Rubin,664.9925,7,0.5385
1067,nasir-al-din-al-tusi,Nasir al-Din al-Tusi,665.556,8,0.6154
1068,j-rgen-habermas,Jürgen Habermas,665.6026,7,0.5385
1069,edmund-husserl,Edmund Husserl,665.652,6,0.4615
1070,ashikaga-takauji,Ashikaga Takauji,665.6527,5,0.3846
1071,earl-warren,Earl Warren,665.6937,7,0.5385
1072,duke-of-wellington,Duke of Wellington,665.9838,6,0.4615
1073,liu-bang,Liu Bang,666.2012,5,0.3846
1074,mozi,Mozi,666.2021,8,0.6154
1075,krishnadevaraya,Krishnadevaraya,666.4513,6,0.4615
1076,marie-stopes,Marie Stopes,666.5083,7,0.5385
1077,wassily-kandinsky,Wassily Kandinsky,666.5214,7,0.5385
1078,mirabai,Mirabai,667.1713,7,0.5385
1079,bronis-aw-malinowski,Bronisław Malinowski,667.4694,8,0.6154
1080,mary-leakey,Mary Leakey,667.9845,6,0.4615
1081,cyril-of-alexandria,Cyril of Alexandria,668.202,6,0.4615
1082,ellen-g-white,Ellen G. White,668.2863,6,0.4615
1083,john-cage,John Cage,668.5404,9,0.6923
1084,tulsidas,Tulsidas,668.698,7,0.5385
1085,craig-venter,Craig Venter,669.219,7,0.5385
1086,fela-kuti,Fela Kuti,669.5306,9,0.6923
1087,marvin-minsky,Marvin Minsky,669.5377,8,0.6154
1088,andrea-palladio,Andrea Palladio,669.6341,7,0.5385
1089,mohammad-reza-pahlavi,Mohammad Reza Pahlavi,669.656,8,0.6154
1090,edward-iii,Edward III,669.7517,5,0.3846
1091,shimon-peres,Shimon Peres,670.0191,8,0.6154
1092,georges-lema-tre,Georges Lemaître,670.4869,7,0.5385
1093,paul-krugman,Paul Krugman,670.6562,8,0.6154
1094,nzingha-mbande,Nzingha Mbande,670.7401,5,0.3846
1095,henry-cavendish,Henry Cavendish,670.7771,5,0.3846
1096,ingmar-bergman,Ingmar Bergman,670.8801,8,0.6154
1097,ivan-turgenev,Ivan Turgenev,670.9713,5,0.3846
1098,mayer-amschel-rothschild,Mayer Amschel Rothschild,671.0456,5,0.3846
1099,jayavarman-vii,Jayavarman VII,671.1569,5,0.3846
1100,nostradamus,Nostradamus,671.2274,4,0.3077
1101,boethius,Boethius,671.3987,7,0.5385
1102,joe-biden,Joe Biden,671.5412,6,0.4615
1103,yves-saint-laurent,Yves Saint Laurent,671.8393,7,0.5385
1104,gregory-of-nazianzus,Gregory Of Nazianzus,672.2161,6,0.4615
1105,walter-gropius,Walter Gropius,672.3847,7,0.5385
1106,robert-owen,Robert Owen,672.4417,8,0.6154
1107,suryavarman-ii,Suryavarman II,672.5327,5,0.3846
1108,moctezuma-ii,Moctezuma II,672.6941,7,0.5385
1109,richard-dawkins,Richard Dawkins,673.0407,8,0.6154
1110,ai-weiwei,Ai Weiwei,673.0516,9,0.6923
1111,franz-joseph-i-of-austria,Franz Joseph I of Austria,673.671,6,0.4615
1112,chien-shiung-wu,Chien-Shiung Wu,673.6934,10,0.7692
1113,edouard-manet,Edouard Manet,673.8078,7,0.5385
1114,rupert-murdoch,Rupert Murdoch,673.9426,9,0.6923
1115,sergei-eisenstein,Sergei Eisenstein,674.0498,7,0.5385
1116,sylvia-plath,Sylvia Plath,674.0769,6,0.4615
1117,jerome,Jerome,674.3081,6,0.4615
1118,mikhail-lomonosov,Mikhail Lomonosov,674.3514,7,0.5385
1119,dmitri-shostakovich,Dmitri Shostakovich,674.5023,7,0.5385
1120,dag-hammarskj-ld,Dag Hammarskjöld,674.6602,7,0.5385
1121,gertrude-bell,Gertrude Bell,675.0658,6,0.4615
1122,paul-gauguin,Paul Gauguin,675.1119,8,0.6154
1123,zhang-qian,Zhang Qian,675.1243,9,0.6923
1124,sonni-ali,Sonni Ali,675.136,5,0.3846
1125,george-iii,George III,675.177,6,0.4615
1126,marsilio-ficino,Marsilio Ficino,675.4224,6,0.4615
1127,miguel-hidalgo,Miguel Hidalgo,675.5057,6,0.4615
1128,taylor-swift,Taylor Swift,675.5475,9,0.6923
1129,oliver-wendell-holmes-jr,Oliver Wendell Holmes Jr.,675.589,7,0.5385
1130,stephen-jay-gould,Stephen Jay Gould,675.6201,7,0.5385
1131,vitruvius,Vitruvius,675.6383,6,0.4615
1132,constantine-xi,Constantine XI,675.6754,5,0.3846
1133,carl-rogers,Carl Rogers,675.7275,7,0.5385
1134,sinan,Sinan,675.9477,9,0.6923
1135,thomas-piketty,Thomas Piketty,676.0752,8,0.6154
1136,gottlob-frege,Gottlob Frege,676.1416,6,0.4615
1137,emmanuel-macron,Emmanuel Macron,676.2881,6,0.4615
1138,l-zaro-c-rdenas,Lázaro Cárdenas,676.3612,7,0.5385
1139,annie-jump-cannon,Annie Jump Cannon,676.4281,6,0.4615
1140,enrico-caruso,Enrico Caruso,676.7192,6,0.4615
1141,al-pacino,Al Pacino,676.9048,6,0.4615
1142,joseph-stiglitz,Joseph Stiglitz,676.9262,8,0.6154
1143,luigi-galvani,Luigi Galvani,677.1266,5,0.3846
1144,jesse-owens,Jesse Owens,677.282,5,0.3846
1145,roger-federer,Roger Federer,677.5331,6,0.4615
1146,hosni-mubarak,Hosni Mubarak,677.6414,7,0.5385
1147,paul-mccartney,Paul McCartney,677.6469,6,0.4615
1148,nathaniel-hawthorne,Nathaniel Hawthorne,677.7633,5,0.3846
1149,dorothy-vaughan,Dorothy Vaughan,677.7668,6,0.4615
1150,satyajit-ray,Satyajit Ray,677.8273,8,0.6154
1151,jean-racine,Jean Racine,677.851,7,0.5385
1152,margaret-hamilton,Margaret Hamilton,677.9734,6,0.4615
1153,w-b-yeats,W.B. Yeats,677.9937,7,0.5385
1154,warren-hastings,Warren Hastings,678.2367,4,0.3077
1155,sequoyah,Sequoyah,678.2821,5,0.3846
1156,oscar-romero,Oscar Romero,678.2823,6,0.4615
1157,ananda,Ananda,678.4009,3,0.2308
1158,wolfgang-pauli,Wolfgang Pauli,678.4199,5,0.3846
1159,luciano-pavarotti,Luciano Pavarotti,678.5148,6,0.4615
1160,lionel-messi,Lionel Messi,678.558,6,0.4615
1161,edmond-halley,Edmond Halley,678.5779,5,0.3846
1162,simone-weil,Simone Weil,678.7701,9,0.6923
1163,abdus-salam,Abdus Salam,679.0255,7,0.5385
1164,john-glenn,John Glenn,679.0908,7,0.5385
1165,thomas-henry-huxley,Thomas Henry Huxley,679.098,4,0.3077
1166,jared-diamond,Jared Diamond,679.5245,6,0.4615
1167,leo-baekeland,Leo Baekeland,679.5798,5,0.3846
1168,rammohun-roy,Rammohun Roy,679.6497,5,0.3846
1169,anne-boleyn,Anne Boleyn,679.6662,5,0.3846
1170,tupac-shakur,Tupac Shakur,679.7226,6,0.4615
1171,subutai,Subutai,680.187,6,0.4615
1172,aleksandr-solzhenitsyn,Aleksandr Solzhenitsyn,680.1889,8,0.6154
1173,honor-de-balzac,Honoré de Balzac,680.509,6,0.4615
1174,jean-monnet,Jean Monnet,680.871,5,0.3846
1175,frederick-sanger,Frederick Sanger,680.9491,6,0.4615
1176,salvador-dali,Salvador Dali,681.753,4,0.3077
1177,p-ini,Pāṇini,681.9838,6,0.4615
1178,haile-gebrselassie,Haile Gebrselassie,682.0272,5,0.3846
1179,ruth-benedict,Ruth Benedict,682.0487,6,0.4615
1180,tenzin-gyatso,14th Dalai Lama,682.1108,5,0.3846
1181,joseph-conrad,Joseph Conrad,682.2041,5,0.3846
1182,hipparchus,Hipparchus,682.2599,6,0.4615
1183,phidias,Phidias,682.2715,7,0.5385
1184,svante-arrhenius,Svante Arrhenius,682.2979,6,0.4615
1185,ma-huateng,Ma Huateng,682.3688,7,0.5385
1186,august-strindberg,August Strindberg,682.5475,6,0.4615
1187,rasputin,Rasputin,682.565,4,0.3077
1188,maria-callas,Maria Callas,682.6393,6,0.4615
1189,shinz-abe,Shinzō Abe,682.6911,6,0.4615
1190,metternich,Metternich,683.052,4,0.3077
1191,john-snow,John Snow,683.0809,7,0.5385
1192,eugene-o-neill,Eugene O'Neill,683.1196,8,0.6154
1193,reza-shah-pahlavi,Reza Shah Pahlavi,683.1541,6,0.4615
1194,annie-oakley,Annie Oakley,683.2702,5,0.3846
1195,talcott-parsons,Talcott Parsons,683.8547,7,0.5385
1196,leonard-bernstein,Leonard Bernstein,683.9048,7,0.5385
1197,bonaventure,Bonaventure,684.0114,5,0.3846
1198,william-mckinley,William McKinley,684.0194,6,0.4615
1199,kim-dae-jung,Kim Dae-jung,684.1196,7,0.5385
1200,lebron-james,LeBron James,684.2417,6,0.4615
1201,variste-galois,Évariste Galois,684.2721,6,0.4615
1202,akio-morita,Akio Morita,684.2799,7,0.5385
1203,charles-taylor,Charles Taylor,684.6445,5,0.3846
1204,edward-i-of-england,Edward I of England,684.734,5,0.3846
1205,usain-bolt,Usain Bolt,684.7424,6,0.4615
1206,cristiano-ronaldo,Cristiano Ronaldo,684.8552,6,0.4615
1207,odoacer,Odoacer,684.9107,5,0.3846
1208,judah-halevi,Judah Halevi,685.4109,3,0.2308
1209,ilya-mechnikov,Ilya Mechnikov,685.6308,5,0.3846
1210,utagawa-hiroshige,Utagawa Hiroshige,685.7402,6,0.4615
1211,catherine-of-siena,Catherine of Siena,685.7519,4,0.3077
1212,jacques-chirac,Jacques Chirac,685.7699,7,0.5385
1213,georges-danton,Georges Danton,686.0404,4,0.3077
1214,michael-phelps,Michael Phelps,686.0891,6,0.4615
1215,henry-v,Henry V,686.303,5,0.3846
1216,babar,Babar,686.3567,4,0.3077
1217,sakamoto-ry-ma,Sakamoto Ryōma,686.4776,6,0.4615
1218,ito-hirobumi,Ito Hirobumi,686.5581,5,0.3846
1219,aesop,Aesop,686.6319,5,0.3846
1220,anaxagoras,Anaxagoras,686.6854,5,0.3846
1221,mary-i-of-england,Mary I of England,686.7082,5,0.3846
1222,milie-du-ch-telet,Émilie du Châtelet,686.891,5,0.3846
1223,dogen,Dogen,686.9036,6,0.4615
1224,edvard-munch,Edvard Munch,686.9803,6,0.4615
1225,zoser,Djoser,686.9879,5,0.3846
1226,samori-ture,Samori Ture,687.1393,6,0.4615
1227,aleister-crowley,Aleister Crowley,687.3844,6,0.4615
1228,dolores-huerta,Dolores Huerta,687.391,5,0.3846
1229,gorgias,Gorgias,687.4081,4,0.3077
1230,peter-kropotkin,Peter Kropotkin,687.4261,5,0.3846
1231,pope-pius-xii,Pope Pius XII,687.5754,6,0.4615
1232,elie-wiesel,Elie Wiesel,687.6859,6,0.4615
1233,su-song,Su Song,687.9398,6,0.4615
1234,james-chadwick,James Chadwick,687.9721,6,0.4615
1235,kanye-west,Kanye West,687.9968,7,0.5385
1236,murray-gell-mann,Murray Gell-Mann,688.2133,7,0.5385
1237,ursula-k-le-guin,Ursula K. Le Guin,688.3519,8,0.6154
1238,arthur-wellesley,"Arthur Wellesley, 1st Duke of Wellington",688.3534,5,0.3846
1239,simone-biles,Simone Biles,688.4813,7,0.5385
1240,volodymyr-zelenskyy,Volodymyr Zelenskyy,689.1647,5,0.3846
1241,konrad-zuse,Konrad Zuse,689.3949,5,0.3846
1242,wang-anshi,Wang Anshi,689.5051,4,0.3077
1243,grigori-rasputin,Grigori Rasputin,689.5101,5,0.3846
1244,pope-pius-ix,Pope Pius IX,689.5278,5,0.3846
1245,alan-greenspan,Alan Greenspan,689.5454,5,0.3846
1246,elinor-ostrom,Elinor Ostrom,689.7135,6,0.4615
1247,amos-tversky,Amos Tversky,689.7481,7,0.5385
1248,francis-fukuyama,Francis Fukuyama,689.7941,6,0.4615
1249,george-gershwin,George Gershwin,689.9916,7,0.5385
1250,mark-antony,Mark Antony,690.0556,4,0.3077
1251,pope-benedict-xvi,Pope Benedict XVI,690.1897,6,0.4615
1252,e-o-wilson,E.O. Wilson,690.2355,8,0.6154
1253,george-eastman,George Eastman,690.2879,5,0.3846
1254,janet-yellen,Janet Yellen,690.3754,5,0.3846
1255,henry-hudson,Henry Hudson,690.4621,6,0.4615
1256,el-greco,El Greco,690.6074,7,0.5385
1257,chuck-berry,Chuck Berry,690.6178,6,0.4615
1258,christian-dior,Christian Dior,690.6386,6,0.4615
1259,anton-n-dvo-k,Antonín Dvořák,691.1082,7,0.5385
1260,lula-da-silva,Lula da Silva,691.1205,5,0.3846
1261,pindar,Pindar,691.1554,5,0.3846
1262,judith-butler,Judith Butler,691.2919,8,0.6154
1263,levi-strauss,Levi Strauss,691.2943,6,0.4615
1264,suetonius,Suetonius,691.3239,5,0.3846
1265,fran-ois-mitterrand,François Mitterrand,691.3878,6,0.4615
1266,neil-degrasse-tyson,Neil Degrasse Tyson,691.5561,6,0.4615
1267,plautus,Plautus,691.6093,4,0.3077
1268,gajah-mada,Gajah Mada,691.7773,4,0.3077
1269,rajaraja-chola-i,Rajaraja Chola I,691.805,5,0.3846
1270,hayao-miyazaki,Hayao Miyazaki,691.8126,8,0.6154
1271,leo-iii-the-syrian,Leo III the Syrian,691.8961,5,0.3846
1272,pope-john-xxiii,Pope John XXIII,691.9069,8,0.6154
1273,mary-queen-of-scots,"Mary, Queen of Scots",691.9985,8,0.6154
1274,derek-walcott,Derek Walcott,692.0304,5,0.3846
1275,pierre-curie,Pierre Curie,692.1093,7,0.5385
1276,mikhail-kalashnikov,Mikhail Kalashnikov,692.2726,7,0.5385
1277,menno-simons,Menno Simons,692.3142,6,0.4615
1278,hideki-yukawa,Hideki Yukawa,692.5191,5,0.3846
1279,jeffrey-sachs,Jeffrey Sachs,692.6812,7,0.5385
1280,pierre-corneille,Pierre Corneille,692.7282,6,0.4615
1281,roger-williams,Roger Williams,692.9037,6,0.4615
1282,kazimir-malevich,Kazimir Malevich,693.0119,7,0.5385
1283,nikolai-gogol,Nikolai Gogol,693.066,6,0.4615
1284,evo-morales,Evo Morales,693.1297,7,0.5385
1285,robert-clive,Robert Clive,693.2992,4,0.3077
1286,otto-hahn,Otto Hahn,693.3073,5,0.3846
1287,ben-bernanke,Ben Bernanke,693.5592,5,0.3846
1288,francis-ford-coppola,Francis Ford Coppola,693.6616,7,0.5385
1289,theodor-adorno,Theodor Adorno,693.9319,6,0.4615
1290,john-jay,John Jay,694.1774,5,0.3846
1291,leon-battista-alberti,Leon Battista Alberti,694.2248,5,0.3846
1292,george-r-r-martin,George R. R. Martin,694.2588,7,0.5385
1293,samuel-adams,Samuel Adams,694.3459,6,0.4615
1294,lucretia-mott,Lucretia Mott,694.6549,4,0.3077
1295,yukio-mishima,Yukio Mishima,694.8391,7,0.5385
1296,christine-lagarde,Christine Lagarde,694.854,6,0.4615
1297,oscar-niemeyer,Oscar Niemeyer,695.2952,7,0.5385
1298,artaxerxes-i,Artaxerxes I,695.4332,4,0.3077
1299,gedei-khan,Ögedei Khan,695.5465,4,0.3077
1300,vo-nguyen-giap,Vo Nguyen Giap,695.5587,8,0.6154
1301,kanishka,Kanishka,695.8268,5,0.3846
1302,miguel-hidalgo-y-costilla,Miguel Hidalgo y Costilla,695.8686,5,0.3846
1303,dominic-de-guzm-n,Dominic De Guzmán,695.9043,4,0.3077
1304,bruce-lee,Bruce Lee,695.9339,6,0.4615
1305,alice-walker,Alice Walker,696.1308,9,0.6923
1306,reed-hastings,Reed Hastings,696.1695,4,0.3077
1307,jean-le-rond-d-alembert,Jean le Rond d'Alembert,696.2408,6,0.4615
1308,kevin-systrom,Kevin Systrom,696.5671,4,0.3077
1309,donald-knuth,Donald Knuth,696.6228,5,0.3846
1310,tiger-woods,Tiger Woods,696.7266,6,0.4615
1311,james-hargreaves,James Hargreaves,696.9859,5,0.3846
1312,rudolf-clausius,Rudolf Clausius,697.0407,5,0.3846
1313,k-kai,Kūkai,697.134,5,0.3846
1314,pope-leo-i,Pope Leo I,697.1444,6,0.4615
1315,ludwig-von-mises,Ludwig Von Mises,697.2581,5,0.3846
1316,isaiah-berlin,Isaiah Berlin,697.2849,4,0.3077
1317,ansel-adams,Ansel Adams,697.3946,7,0.5385
1318,james-k-polk,James K. Polk,697.6135,7,0.5385
1319,christopher-nolan,Christopher Nolan,697.622,6,0.4615
1320,joseph-pulitzer,Joseph Pulitzer,697.6332,6,0.4615
1321,enver-hoxha,Enver Hoxha,697.9198,5,0.3846
1322,alexander-solzhenitsyn,Alexander Solzhenitsyn,698.0541,5,0.3846
1323,jos-mart,José Martí,698.1671,7,0.5385
1324,jan-koum,Jan Koum,698.1695,4,0.3077
1325,wilhelm-wundt,Wilhelm Wundt,698.2257,5,0.3846
1326,ray-bradbury,Ray Bradbury,698.472,6,0.4615
1327,emma-goldman,Emma Goldman,698.5264,6,0.4615
1328,tunku-abdul-rahman,Tunku Abdul Rahman,698.6323,5,0.3846
1329,howard-zinn,Howard Zinn,698.754,6,0.4615
1330,alexander-i-of-russia,Alexander I of Russia,698.8321,5,0.3846
1331,sam-houston,Sam Houston,698.8346,4,0.3077
1332,pierre-omidyar,Pierre Omidyar,698.8865,4,0.3077
1333,horace-mann,Horace Mann,698.956,5,0.3846
1334,shang-yang,Shang Yang,699.3324,4,0.3077
1335,gerardus-mercator,Gerardus Mercator,699.3848,6,0.4615
1336,roy-lichtenstein,Roy Lichtenstein,699.4352,7,0.5385
1337,robert-solow,Robert Solow,699.4419,6,0.4615
1338,yuval-noah-harari,Yuval Noah Harari,699.4588,7,0.5385
1339,jethro-tull,Jethro Tull,699.5439,5,0.3846
1340,esther-duflo,Esther Duflo,699.6701,7,0.5385
1341,vespasian,Vespasian,699.6715,6,0.4615
1342,howard-hughes,Howard Hughes,699.8096,5,0.3846
1343,ant-nio-de-oliveira-salazar,António de Oliveira Salazar,700.021,3,0.2308
1344,rigoberta-mench,Rigoberta Menchú,700.2507,7,0.5385
1345,isabel-allende,Isabel Allende,700.3509,8,0.6154
1346,dorothy-day,Dorothy Day,700.7411,6,0.4615
1347,ragnar-lodbrok,Ragnar Lodbrok,700.7453,4,0.3077
1348,flavius-josephus,Flavius Josephus,700.7552,5,0.3846
1349,hero-of-alexandria,Hero of Alexandria,700.8027,5,0.3846
1350,abhijit-banerjee,Abhijit Banerjee,700.8913,6,0.4615
1351,michael-servetus,Michael Servetus,700.9866,4,0.3077
1352,empress-theodora,Empress Theodora,701.2045,5,0.3846
1353,eric-hobsbawm,Eric Hobsbawm,701.5214,5,0.3846
1354,douglass-north,Douglass North,701.5563,5,0.3846
1355,sulla,Sulla,701.9051,4,0.3077
1356,sergei-rachmaninoff,Sergei Rachmaninoff,702.0196,7,0.5385
1357,thomas-becket,Thomas Becket,702.185,5,0.3846
1358,evan-spiegel,Evan Spiegel,702.2158,4,0.3077
1359,bai-juyi,Bai Juyi,702.2219,6,0.4615
1360,robert-schumann,Robert Schumann,702.2868,7,0.5385
1361,abdul-hamid-ii,Abdul Hamid II,702.3394,5,0.3846
1362,johnny-cash,Johnny Cash,702.6537,8,0.6154
1363,khalil-gibran,Khalil Gibran,702.8592,8,0.6154
1364,chaitanya-mahaprabhu,Chaitanya Mahaprabhu,702.8998,4,0.3077
1365,sor-juana-in-s-de-la-cruz,Sor Juana Inés de la Cruz,702.9223,7,0.5385
1366,charles-ii-of-england,Charles II of England,702.9882,5,0.3846
1367,george-soros,George Soros,703.003,9,0.6923
1368,james-ii-of-england,James II of England,703.0352,4,0.3077
1369,viktor-frankl,Viktor Frankl,703.101,5,0.3846
1370,lycurgus,Lycurgus,703.1458,4,0.3077
1371,vilfredo-pareto,Vilfredo Pareto,703.3127,5,0.3846
1372,meriwether-lewis,Meriwether Lewis,703.4623,3,0.2308
1373,harold-godwinson,Harold Godwinson,703.5495,6,0.4615
1374,william-clark,William Clark,703.5854,3,0.2308
1375,john-constable,John Constable,703.6794,5,0.3846
1376,kofi-annan,Kofi Annan,703.9343,8,0.6154
1377,selim-ii,Selim II,704.0407,5,0.3846
1378,philip-k-dick,Philip K. Dick,704.3221,5,0.3846
1379,samora-machel,Samora Machel,704.3778,7,0.5385
1380,alfred-adler,Alfred Adler,704.4544,8,0.6154
1381,pope-leo-xiii,Pope Leo XIII,704.4558,6,0.4615
1382,al-ma-mun,Al-Ma'mun,704.4701,6,0.4615
1383,stephen-king,Stephen King,704.5553,7,0.5385
1384,cato-the-elder,Cato the Elder,704.5805,5,0.3846
1385,peter-thiel,Peter Thiel,704.654,4,0.3077
1386,friedrich-froebel,Friedrich Froebel,704.6834,6,0.4615
1387,cetshwayo-kampande,Cetshwayo kaMpande,704.7126,5,0.3846
1388,yaa-asantewaa,Yaa Asantewaa,704.7498,6,0.4615
1389,pieter-bruegel-the-elder,Pieter Bruegel the Elder,704.8727,6,0.4615
1390,king-john,King John,704.9503,5,0.3846
1391,meryl-streep,Meryl Streep,705.1542,6,0.4615
1392,zulfikar-ali-bhutto,Zulfikar Ali Bhutto,705.2221,6,0.4615
1393,georgia-o-keeffe,Georgia O'Keeffe,705.3317,8,0.6154
1394,hong-xiuquan,Hong Xiuquan,705.3504,4,0.3077
1395,ludwig-boltzmann,Ludwig Boltzmann,705.459,5,0.3846
1396,larry-wall,Larry Wall,705.5024,4,0.3077
1397,arthur-c-clarke,Arthur C. Clarke,705.5276,7,0.5385
1398,hugo-chavez,Hugo Chavez,705.5415,4,0.3077
1399,charles-sanders-peirce,Charles Sanders Peirce,705.6151,4,0.3077
1400,charles-baudelaire,Charles Baudelaire,705.6225,4,0.3077
1401,anthony-giddens-baron-giddens,Anthony Giddens,705.6694,5,0.3846
1402,tom-brady,Tom Brady,705.7409,5,0.3846
1403,slobodan-milo-evi,Slobodan Milošević,705.7725,7,0.5385
1404,uthman-ibn-affan,Uthman ibn Affan,705.7783,4,0.3077
1405,nat-turner,Nat Turner,706.1335,4,0.3077
1406,george-s-patton,George S. Patton,706.3153,7,0.5385
1407,philip-glass,Philip Glass,706.364,7,0.5385
1408,keith-haring,Keith Haring,706.3912,7,0.5385
1409,gustav-klimt,Gustav Klimt,706.417,7,0.5385
1410,bashar-al-assad,Bashar al-Assad,706.4185,8,0.6154
1411,willard-van-orman-quine,Willard Van Orman Quine,706.536,5,0.3846
1412,tenzing-norgay,Tenzing Norgay,706.6467,6,0.4615
1413,jose-rizal,Jose Rizal,706.8343,7,0.5385
1414,ruth-bader-ginsburg,Ruth Bader Ginsburg,706.8467,7,0.5385
1415,charles-goodyear,Charles Goodyear,707.1075,3,0.2308
1416,sardar-vallabhbhai-patel,Sardar Vallabhbhai Patel,707.2359,5,0.3846
1417,alcuin-of-york,Alcuin of York,707.3844,4,0.3077
1418,thomas-cranmer,Thomas Cranmer,707.4129,5,0.3846
1419,saint-peter,Saint Peter,707.4341,4,0.3077
1420,michael-collins,Michael Collins,707.5372,6,0.4615
1421,c-v-raman,C.V. Raman,707.5788,6,0.4615
1422,isadora-duncan,Isadora Duncan,707.5799,5,0.3846
1423,ernst-haeckel,Ernst Haeckel,707.6289,3,0.2308
1424,song-taizu,Song Taizu,707.6308,4,0.3077
1425,edward-vi-of-england,Edward VI of England,707.6384,3,0.2308
1426,lorenzo-de-medici,Lorenzo de' Medici,707.6506,6,0.4615
1427,edith-piaf,Edith Piaf,707.7428,5,0.3846
1428,basil-of-caesarea,Basil of Caesarea,707.934,4,0.3077
1429,ella-fitzgerald,Ella Fitzgerald,708.0486,6,0.4615
1430,tom-hanks,Tom Hanks,708.346,6,0.4615
1431,mary-jackson,Mary Jackson,708.356,5,0.3846
1432,saint-anne,Saint Anne,708.502,4,0.3077
1433,f-w-de-klerk,F.W. de Klerk,708.7285,9,0.6923
1434,lee-de-forest,Lee de Forest,708.9051,5,0.3846
1435,josiah-willard-gibbs,Josiah Willard Gibbs,708.9355,6,0.4615
1436,billie-jean-king,Billie Jean King,709.0704,6,0.4615
1437,manuel-i-komnenos,Manuel I Komnenos,709.1489,5,0.3846
1438,max-born,Max Born,709.2396,5,0.3846
1439,salman-rushdie,Salman Rushdie,709.3372,7,0.5385
