"Name","Slug","Occupation","Born","HPI Rank","HPI Score","2025 Views","2024 Views","Gap","Gap Score","YoY Change %","Momentum Q1-Q3 %","Label"
"Masaccio","Masaccio","PAINTER","1401","848","82.159135","84066","75085","−3.8×","-0.58","12","-3.8","Underrated"
"Kurt Vonnegut","Kurt_Vonnegut","WRITER","1922","849","82.151585","1045141","1202043","+3.2×","0.51","-13.1","1.2","Famous"
"Maximilian I of Mexico","Maximilian_I_of_Mexico","POLITICIAN","1832","850","82.143121","1029253","1033995","+3.2×","0.51","-0.5","-17.3","Famous"
"Pope Clement XIV","Pope_Clement_XIV","RELIGIOUS FIGURE","1705","851","82.132611","84761","37843","−3.8×","-0.58","124","-20.1","Rediscovered"
"Lucrezia Borgia","Lucrezia_Borgia","NOBLEMAN","1480","852","82.130916","678702","467390","+2.1×","0.32","45.2","-21.7","Cooling Off"
"Alexander II of Russia","Alexander_II_of_Russia","POLITICIAN","1818","853","82.130819","951379","1013759","+3.0×","0.47","-6.2","-6.4","Steady"
"Heraclius","Heraclius","POLITICIAN","575","854","82.127552","358850","345621","~1×","0.05","3.8","-7.8","Steady"
"Pope Sixtus IV","Pope_Sixtus_IV","RELIGIOUS FIGURE","1414","855","82.123326","172498","123461","−1.9×","-0.27","39.7","-1","Steady"
"Pope Clement V","Pope_Clement_V","RELIGIOUS FIGURE","1264","856","82.109436","116841","81017","−2.7×","-0.44","44.2","-13.1","Steady"
"Luke the Evangelist","Luke_the_Evangelist","RELIGIOUS FIGURE","31","857","82.108512","407586","415411","+1.3×","0.10","-1.9","-2.1","Steady"
"José Mujica","José_Mujica","POLITICIAN","1935","858","82.108257","800627","320116","+2.5×","0.40","150.1","-16.9","Rising Star"
"Jacques-Louis David","Jacques-Louis_David","PAINTER","1748","859","82.106765","297265","298905","~1×","-0.03","-0.5","-17.5","Steady"
"Anne, Princess Royal","Anne,_Princess_Royal","NOBLEMAN","1950","860","82.097484","2108905","2140329","+6.6×","0.82","-1.5","16.7","Famous"
"Spartacus","Spartacus","MILITARY PERSONNEL","-109","861","82.092119","982985","993648","+3.1×","0.49","-1.1","-10.6","Steady"
"Samuel","Samuel","RELIGIOUS FIGURE","-1100","862","82.08985","506033","326742","+1.6×","0.20","54.9","-29","Cooling Off"
"Plotinus","Plotinus","PHILOSOPHER","203","863","82.087648","201081","182410","−1.6×","-0.20","10.2","-1.3","Steady"
"Ferdinand de Saussure","Ferdinand_de_Saussure","LINGUIST","1857","864","82.085539","189568","220226","−1.7×","-0.23","-13.9","-14.4","Steady"
"Tom Jones","Tom_Jones_(singer)","SINGER","1940","865","82.084422","1748684","2118288","+5.5×","0.74","-17.4","12","Famous"
"Lawrence Bragg","Lawrence_Bragg","PHYSICIST","1890","866","82.074607","56646","56842","−5.6×","-0.75","-0.3","-8.7","Underrated"
"Giorgio Vasari","Giorgio_Vasari","WRITER","1511","867","82.063892","126311","138283","−2.5×","-0.40","-8.7","-0.6","Steady"
"Moses in Islam","Moses_in_Islam","RELIGIOUS FIGURE","-1392","868","82.061794","349524","585048","~1×","0.04","-40.3","-20.2","Cooling Off"
"Jean-Baptiste Lamarck","Jean-Baptiste_Lamarck","BIOLOGIST","1744","869","82.061223","147281","181793","−2.2×","-0.34","-19","-20.1","Cooling Off"
"L. L. Zamenhof","L._L._Zamenhof","PHYSICIAN","1859","870","82.058121","122961","123060","−2.6×","-0.41","-0.1","-4.8","Steady"
"Milan Kundera","Milan_Kundera","WRITER","1929","871","82.05682","230428","242857","−1.4×","-0.14","-5.1","7.2","Steady"
"Xenophon","Xenophon","HISTORIAN","-430","872","82.05332","328453","323320","~1×","0.01","1.6","-2.4","Steady"
"Pope Innocent VIII","Pope_Innocent_VIII","RELIGIOUS FIGURE","1432","873","82.049327","97552","68939","−3.3×","-0.51","41.5","-5.7","Underrated"
"Francisco Pizarro","Francisco_Pizarro","EXPLORER","1478","874","82.048662","349294","342726","~1×","0.04","1.9","-13.1","Steady"
"Christiaan Huygens","Christiaan_Huygens","PHYSICIST","1629","875","82.044973","220586","231814","−1.4×","-0.16","-4.8","-3.5","Steady"
"Septimius Severus","Septimius_Severus","POLITICIAN","145","876","82.041796","866995","1015202","+2.7×","0.43","-14.6","-51.2","Cooling Off"
"Ip Man","Ip_Man","MARTIAL ARTS","1893","877","82.041717","712221","771451","+2.2×","0.35","-7.7","-7.9","Steady"
"Mohammad Reza Pahlavi","Mohammad_Reza_Pahlavi","POLITICIAN","1919","878","82.034707","2836866","2057857","+8.9×","0.95","37.9","6","Famous"
"Anastasius I Dicorus","Anastasius_I_Dicorus","POLITICIAN","430","879","82.030408","108894","108352","−2.9×","-0.47","0.5","-10.5","Steady"
"Dmitri Shostakovich","Dmitri_Shostakovich","COMPOSER","1906","880","82.024146","585857","554829","+1.8×","0.27","5.6","20.2","Rising Star"
"James Clerk Maxwell","James_Clerk_Maxwell","PHYSICIST","1831","881","82.023266","533518","748035","+1.7×","0.22","-28.7","-25.2","Cooling Off"
"Marie de' Medici","Marie_de'_Medici","NOBLEMAN","1575","882","82.020712","300351","300059","~1×","-0.02","0.1","-3.8","Steady"
"Saparmurat Niyazov","Saparmurat_Niyazov","POLITICIAN","1940","883","82.011571","331213","285809","~1×","0.02","15.9","31.5","Rising Star"
"Methuselah","Methuselah","RELIGIOUS FIGURE","-3074","884","82.009996","560052","703032","+1.8×","0.25","-20.3","-5.7","Steady"
"Golda Meir","Golda_Meir","POLITICIAN","1898","885","82.008516","1020600","1212963","+3.2×","0.51","-15.9","-25","Post-Peak"
"Æthelwulf, King of Wessex","Æthelwulf,_King_of_Wessex","POLITICIAN","795","886","82.005954","215727","277296","−1.5×","-0.17","-22.2","-26.6","Cooling Off"
"Pope Alexander VIII","Pope_Alexander_VIII","RELIGIOUS FIGURE","1610","887","81.996804","48492","25753","−6.5×","-0.82","88.3","-47.3","Declining"
"Louis de Broglie","Louis_de_Broglie","PHYSICIST","1892","888","81.995803","149748","144976","−2.1×","-0.33","3.3","-7.5","Steady"
"Pope Innocent XII","Pope_Innocent_XII","RELIGIOUS FIGURE","1615","889","81.983988","44005","22558","−7.2×","-0.86","95.1","-28.7","Declining"
"Warren Buffett","Warren_Buffett","BUSINESSPERSON","1930","890","81.983849","3688379","3544758","+12×","1.07","4.1","-22.2","Post-Peak"
"Pope Julius III","Pope_Julius_III","RELIGIOUS FIGURE","1487","891","81.982958","76494","39913","−4.1×","-0.62","91.7","3.9","Underrated"
"Louis Braille","Louis_Braille","INVENTOR","1809","892","81.980889","207008","215825","−1.5×","-0.18","-4.1","-45.5","Cooling Off"
"Muhammad Ali of Egypt","Muhammad_Ali_of_Egypt","POLITICIAN","1769","893","81.970976","514752","491474","+1.6×","0.21","4.7","0.2","Steady"
"Tintoretto","Tintoretto","PAINTER","1518","894","81.964916","115514","110379","−2.7×","-0.44","4.7","4.3","Steady"
"Livy","Livy","HISTORIAN","-59","895","81.96315","207818","215252","−1.5×","-0.18","-3.5","-19.3","Steady"
"Saul","Saul","RELIGIOUS FIGURE","-1079","896","81.962768","754000","465655","+2.4×","0.38","61.9","-49.6","Cooling Off"
"Heinrich Heine","Heinrich_Heine","WRITER","1797","897","81.9599","195368","190504","−1.6×","-0.21","2.6","-2.3","Steady"
"Richard Burton","Richard_Burton","ACTOR","1925","898","81.95203","2364122","1565559","+7.5×","0.87","51","16.5","Famous"
"Louisa May Alcott","Louisa_May_Alcott","WRITER","1832","899","81.947908","502065","582097","+1.6×","0.20","-13.7","-17.4","Steady"
"Mehmed IV","Mehmed_IV","POLITICIAN","1642","900","81.943521","249062","252947","−1.3×","-0.10","-1.5","-7.4","Steady"
"Erich Maria Remarque","Erich_Maria_Remarque","WRITER","1898","901","81.940824","331470","350353","~1×","0.02","-5.4","-14.8","Steady"
"Pope Gregory VII","Pope_Gregory_VII","RELIGIOUS FIGURE","1020","902","81.929298","191117","129426","−1.7×","-0.22","47.7","-11.9","Steady"
"Jean-Paul Belmondo","Jean-Paul_Belmondo","ACTOR","1933","903","81.926085","317769","377189","~1×","0.00","-15.8","-2","Steady"
"Patrick Swayze","Patrick_Swayze","ACTOR","1952","904","81.926057","2729749","3447795","+8.6×","0.94","-20.8","-13.2","Famous"
"Edgar de Wahl","Edgar_de_Wahl","LINGUIST","1867","905","81.917524","6027","6388","−52×","-1.72","-5.7","10.2","Forgotten"
"Charles Lindbergh","Charles_Lindbergh","PILOT","1902","906","81.916032","1066387","1186215","+3.4×","0.53","-10.1","-7.2","Famous"
"Saint Timothy","Saint_Timothy","RELIGIOUS FIGURE","17","907","81.913104","155754","193778","−2.0×","-0.31","-19.6","-4.9","Steady"
"Enver Hoxha","Enver_Hoxha","POLITICIAN","1908","908","81.912789","583049","593884","+1.8×","0.27","-1.8","5.9","Steady"
"Konrad Adenauer","Konrad_Adenauer","POLITICIAN","1876","909","81.909222","497099","446098","+1.6×","0.20","11.4","-20.8","Cooling Off"
"Frederick IX of Denmark","Frederick_IX_of_Denmark","POLITICIAN","1899","910","81.906928","4765","107100","−66×","-1.82","-95.6","-9","Forgotten"
"Pope Alexander VII","Pope_Alexander_VII","RELIGIOUS FIGURE","1599","911","81.905719","65894","42882","−4.8×","-0.68","53.7","-10.3","Underrated"
"Paul von Hindenburg","Paul_von_Hindenburg","POLITICIAN","1847","912","81.905195","1147597","1115912","+3.6×","0.56","2.8","-15.7","Famous"
"Pope Marcellus II","Pope_Marcellus_II","RELIGIOUS FIGURE","1501","913","81.898079","54044","21521","−5.8×","-0.77","151.1","-25.1","Rediscovered"
"Mehmed I","Mehmed_I","POLITICIAN","1386","914","81.896138","224036","241763","−1.4×","-0.15","-7.3","-17","Steady"
"Ursula K. Le Guin","Ursula_K._Le_Guin","WRITER","1929","915","81.89393","805128","798419","+2.6×","0.41","0.8","8.4","Steady"
"Alfredo Di Stéfano","Alfredo_Di_Stéfano","SOCCER PLAYER","1926","916","81.888724","564864","677185","+1.8×","0.25","-16.6","-3","Steady"
"Helen Keller","Helen_Keller","SOCIAL ACTIVIST","1880","917","81.87678","2598883","3232382","+8.3×","0.92","-19.6","4.7","Famous"
"Louis de Funès","Louis_de_Funès","ACTOR","1914","918","81.86466","224735","245832","−1.4×","-0.15","-8.6","5.5","Steady"
"Karl Popper","Karl_Popper","PHILOSOPHER","1902","919","81.864481","447073","416513","+1.4×","0.15","7.3","-3.6","Steady"
"Isaac Asimov","Isaac_Asimov","WRITER","1920","920","81.845132","1669810","1443663","+5.3×","0.73","15.7","33.2","Trending"
"Elagabalus","Elagabalus","POLITICIAN","203","921","81.84412","804965","896294","+2.6×","0.41","-10.2","-41","Cooling Off"
"Ramakrishna","Ramakrishna","PHILOSOPHER","1836","922","81.839824","515857","563775","+1.6×","0.22","-8.5","-9.7","Steady"
"Ludwig Mies van der Rohe","Ludwig_Mies_van_der_Rohe","ARCHITECT","1886","923","81.838698","269196","269270","~1×","-0.07","","-15.2","Steady"
"Olav V of Norway","Olav_V_of_Norway","POLITICIAN","1903","924","81.836148","130679","159826","−2.4×","-0.38","-18.2","-16.8","Steady"
"Gustave Courbet","Gustave_Courbet","PAINTER","1819","925","81.835456","207457","210084","−1.5×","-0.18","-1.3","-3.1","Steady"
"Jackie Chan","Jackie_Chan","ACTOR","1954","926","81.824148","3874599","3476137","+12×","1.09","11.5","9.3","Famous"
"Edward the Martyr","Edward_the_Martyr","POLITICIAN","962","927","81.822231","454763","358145","+1.5×","0.16","27","-40.6","Cooling Off"
"Paulo Coelho","Paulo_Coelho","WRITER","1947","928","81.812002","366336","454355","~1×","0.07","-19.4","-0.2","Steady"
"Virginia Woolf","Virginia_Woolf","WRITER","1882","929","81.811963","1468938","1828502","+4.7×","0.67","-19.7","-20.2","Post-Peak"
"Guy de Maupassant","Guy_de_Maupassant","WRITER","1850","930","81.808534","241805","270138","−1.3×","-0.11","-10.5","-2.5","Steady"
"Hendrik Lorentz","Hendrik_Lorentz","PHYSICIST","1853","931","81.807749","118311","137199","−2.6×","-0.42","-13.8","-21","Cooling Off"
"Catherine of Aragon","Catherine_of_Aragon","RELIGIOUS FIGURE","1485","932","81.804332","2026064","1881053","+6.5×","0.81","7.7","-25.9","Post-Peak"
"Kofi Annan","Kofi_Annan","DIPLOMAT","1938","933","81.803959","484152","485866","+1.5×","0.19","-0.4","13.9","Steady"
"William the Conqueror","William_the_Conqueror","NOBLEMAN","1028","934","81.79187","3048143","2167610","+9.8×","0.99","40.6","108.1","Viral"
"Pope Formosus","Pope_Formosus","RELIGIOUS FIGURE","816","935","81.787852","178056","88272","−1.8×","-0.24","101.7","20.1","Viral"
"Pope Paul IV","Pope_Paul_IV","RELIGIOUS FIGURE","1476","936","81.787545","91487","51503","−3.4×","-0.53","77.6","10.8","Underrated"
"B.B. King","B.B._King","MUSICIAN","1925","937","81.786611","151574","180864","−2.1×","-0.31","-16.2","3.9","Steady"
"Lucius Verus","Lucius_Verus","POLITICIAN","130","938","81.783369","410286","506519","+1.3×","0.12","-19","-63.9","Cooling Off"
"Slobodan Milošević","Slobodan_Milošević","POLITICIAN","1941","939","81.78198","923883","921644","+3.0×","0.47","0.2","10.3","Steady"
"Pope Callixtus III","Pope_Callixtus_III","RELIGIOUS FIGURE","1379","940","81.780682","109677","64385","−2.8×","-0.45","70.3","-20.6","Cooling Off"
"Pratibha Patil","Pratibha_Patil","POLITICIAN","1934","941","81.774278","506183","621938","+1.6×","0.21","-18.6","10.5","Steady"
"Augusto Pinochet","Augusto_Pinochet","POLITICIAN","1915","942","81.773473","1160167","1065812","+3.7×","0.57","8.9","-10.4","Famous"
"Mahavira","Mahavira","RELIGIOUS FIGURE","-599","943","81.769921","515216","634518","+1.7×","0.22","-18.8","17","Steady"
"Alexandre Dumas fils","Alexandre_Dumas_fils","WRITER","1824","944","81.762462","144890","133365","−2.2×","-0.33","8.6","-8.8","Steady"
"Miyamoto Musashi","Miyamoto_Musashi","WRITER","1584","945","81.755377","1035043","1069626","+3.3×","0.52","-3.2","10.2","Famous"
"Louis Philippe I","Louis_Philippe_I","POLITICIAN","1773","946","81.752558","780515","792789","+2.5×","0.40","-1.5","-9.3","Steady"
"Brigham Young","Brigham_Young","RELIGIOUS FIGURE","1801","947","81.743668","2681833","643123","+8.6×","0.94","317","-82.6","Breakout Star"
"Arthur Rimbaud","Arthur_Rimbaud","WRITER","1854","948","81.742272","380295","367340","~1×","0.09","3.5","-7.2","Steady"
"Reinhard Heydrich","Reinhard_Heydrich","POLITICIAN","1904","949","81.739824","1475990","1317575","+4.7×","0.68","12","-15.7","Famous"
"Ennio Morricone","Ennio_Morricone","COMPOSER","1928","950","81.7338","697019","734512","+2.2×","0.35","-5.1","-7.5","Steady"
"François Rabelais","François_Rabelais","WRITER","1494","951","81.73332","150982","161673","−2.1×","-0.31","-6.6","-5.5","Steady"
"Jack London","Jack_London","WRITER","1876","952","81.730163","652713","702960","+2.1×","0.32","-7.1","-5.3","Steady"
"Charles I of Austria","Charles_I_of_Austria","POLITICIAN","1887","953","81.724678","934431","924961","+3.0×","0.48","1","-9.6","Steady"
"Darius III","Darius_III","POLITICIAN","-380","954","81.713592","272156","541059","~1×","-0.06","-49.7","-20.8","Cooling Off"
"Francis Drake","Francis_Drake","EXPLORER","1540","955","81.712874","746674","818741","+2.4×","0.38","-8.8","-15","Steady"
"Knut Hamsun","Knut_Hamsun","WRITER","1859","956","81.707903","127884","117849","−2.4×","-0.39","8.5","3.9","Steady"
"Stanley Kubrick","Stanley_Kubrick","FILM DIRECTOR","1928","957","81.707077","2347168","2352876","+7.6×","0.88","-0.2","16.2","Famous"
"Demosthenes","Demosthenes","POLITICIAN","-384","958","81.702186","193428","193414","−1.6×","-0.21","","-11.3","Steady"
"Louis XII of France","Louis_XII_of_France","POLITICIAN","1462","959","81.697083","97036","161608","−3.2×","-0.50","-40","-30.7","Declining"
"Wu Zetian","Wu_Zetian","POLITICIAN","624","960","81.682006","608497","546568","+2.0×","0.29","11.3","-4.1","Steady"
"Mimar Sinan","Mimar_Sinan","ARCHITECT","1490","961","81.670847","124049","118610","−2.5×","-0.40","4.6","-4.1","Steady"
"Amedeo Avogadro","Amedeo_Avogadro","CHEMIST","1776","962","81.666133","109272","118334","−2.8×","-0.45","-7.7","7.7","Steady"
"Oskar Schindler","Oskar_Schindler","BUSINESSPERSON","1908","963","81.663863","1480708","1768107","+4.8×","0.68","-16.3","-45.7","Post-Peak"
"Jude the Apostle","Jude_the_Apostle","RELIGIOUS FIGURE","15","964","81.663426","751634","817580","+2.4×","0.39","-8.1","-8.3","Steady"
"Jacob Bernoulli","Jacob_Bernoulli","MATHEMATICIAN","1654","965","81.66318","97211","103094","−3.2×","-0.50","-5.7","-21","Declining"
"Robin Williams","Robin_Williams","COMEDIAN","1951","966","81.660227","5380101","5649474","+17×","1.24","-4.8","13.7","Famous"
"Alphonse Mucha","Alphonse_Mucha","PAINTER","1860","967","81.659825","307489","311444","~1×","-0.00","-1.3","2.1","Steady"
"Zeno of Elea","Zeno_of_Elea","PHILOSOPHER","-490","968","81.644745","146817","166612","−2.1×","-0.32","-11.9","-23.6","Cooling Off"
"Zhuang Zhou","Zhuang_Zhou","PHILOSOPHER","-369","969","81.629309","143949","142623","−2.1×","-0.33","0.9","-8.9","Steady"
"Henry II of France","Henry_II_of_France","POLITICIAN","1519","970","81.625998","677765","888269","+2.2×","0.34","-23.7","-7.8","Steady"
"Hayreddin Barbarossa","Hayreddin_Barbarossa","PIRATE","1478","971","81.62128","295267","279430","~1×","-0.02","5.7","7","Steady"
"Vasily Zaitsev","Vasily_Zaitsev_(sniper)","MILITARY PERSONNEL","1915","972","81.620787","377879","289043","~1×","0.09","30.7","-6.3","Steady"
"Ferdinand I of Austria","Ferdinand_I_of_Austria","POLITICIAN","1793","973","81.618378","468534","400505","+1.5×","0.18","17","-4.9","Steady"
"Pope Gregory XIV","Pope_Gregory_XIV","RELIGIOUS FIGURE","1535","974","81.607744","29284","15889","−11×","-1.02","84.3","-18.4","Forgotten"
"Mihrimah Sultan","Mihrimah_Sultan","COMPANION","1522","975","81.603638","3785","4733","−82×","-1.91","-20","-15.5","Forgotten"
"Babur","Babur","POLITICIAN","1483","976","81.602779","1121045","1209353","+3.6×","0.56","-7.3","-44.2","Post-Peak"
"W. Somerset Maugham","W._Somerset_Maugham","WRITER","1874","977","81.600428","420448","509462","+1.4×","0.13","-17.5","1.1","Steady"
"Naruhito","Naruhito","NOBLEMAN","1960","978","81.596763","1406893","1523260","+4.6×","0.66","-7.6","7.9","Famous"
"Pāṇini","Pāṇini","LINGUIST","-500","979","81.59648","164269","182979","−1.9×","-0.27","-10.2","-2.8","Steady"
"Charles Babbage","Charles_Babbage","INVENTOR","1791","980","81.593959","655393","763917","+2.1×","0.33","-14.2","0.2","Steady"
"António de Oliveira Salazar","António_de_Oliveira_Salazar","POLITICIAN","1889","981","81.587375","531202","490838","+1.7×","0.24","8.2","28.9","Rising Star"
"Antoninus Pius","Antoninus_Pius","POLITICIAN","86","982","81.587105","433508","495865","+1.4×","0.15","-12.6","-23.1","Cooling Off"
"Tomyris","Tomyris","POLITICIAN","-600","983","81.586481","201475","256799","−1.5×","-0.18","-21.5","-29.5","Cooling Off"
"John Glenn","John_Glenn","ASTRONAUT","1921","984","81.577066","763725","1010451","+2.5×","0.39","-24.4","-10.6","Steady"
"Romulus Augustulus","Romulus_Augustulus","MILITARY PERSONNEL","460","985","81.575388","361072","350154","~1×","0.07","3.1","-15.5","Steady"
"David Ben-Gurion","David_Ben-Gurion","POLITICIAN","1886","986","81.573107","965020","884571","+3.1×","0.50","9.1","41.3","Rising Star"
"Ezekiel","Ezekiel","RELIGIOUS FIGURE","-621","987","81.572759","400542","438148","+1.3×","0.11","-8.6","9","Steady"
"Jean le Rond d'Alembert","Jean_le_Rond_d'Alembert","MATHEMATICIAN","1717","988","81.572583","79190","87860","−3.9×","-0.59","-9.9","-15.5","Underrated"
"Catherine of Alexandria","Catherine_of_Alexandria","RELIGIOUS FIGURE","287","989","81.56735","368100","347409","~1×","0.08","6","-4.2","Steady"
"A. P. J. Abdul Kalam","A._P._J._Abdul_Kalam","POLITICIAN","1931","990","81.567282","2405293","3551781","+7.8×","0.89","-32.3","16.2","Famous"
"Louis the Pious","Louis_the_Pious","POLITICIAN","778","991","81.562106","328674","331296","~1×","0.03","-0.8","-21.4","Cooling Off"
"Al Capone","Al_Capone","MAFIOSO","1899","992","81.562078","2571867","2726662","+8.4×","0.92","-5.7","-7.7","Famous"
"Pope Urban V","Pope_Urban_V","RELIGIOUS FIGURE","1310","993","81.561296","45140","24450","−6.8×","-0.83","84.6","25.2","Emerging"
"Margaret I of Denmark","Margaret_I_of_Denmark","POLITICIAN","1353","994","81.557228","167080","212274","−1.8×","-0.26","-21.3","3.2","Steady"
"Francis Xavier","Francis_Xavier","RELIGIOUS FIGURE","1506","995","81.553912","435232","564259","+1.4×","0.15","-22.9","-17.7","Steady"
"Mary Pickford","Mary_Pickford","ACTOR","1892","996","81.548596","562131","501683","+1.8×","0.26","12","85.3","Rising Star"
"Princess Alice of Battenberg","Princess_Alice_of_Battenberg","NOBLEMAN","1885","997","81.547969","938692","818629","+3.1×","0.49","14.7","-5.5","Steady"
"Epictetus","Epictetus","PHILOSOPHER","50","998","81.534852","359688","393068","~1×","0.07","-8.5","-9.8","Steady"
"Pope Clement VI","Pope_Clement_VI","RELIGIOUS FIGURE","1291","999","81.527839","61357","42475","−5.0×","-0.70","44.5","1.8","Underrated"
"Olaf II of Norway","Olaf_II_of_Norway","POLITICIAN","993","1000","81.523425","88205","367903","−3.5×","-0.54","-76","14.6","Declining"
